sentence_index	sentence
1630	Racja , chyba byłam bym bardziej zaniepokojona gdybyście nie próbowali się mnie pozbyć .
1631	Będziesz żałował , że tak się nie stało , kiedy z tobą skończymy .
1632	Co z nim zrobicie , po tym jak dostanę pieniądze , to wasza sprawa .
1633	Na oryginalny projekt graficzny okładki do Black Storm , pierwszego wydania .. kiedy dotrze .
1634	Jeśli jest z takim frajerem jak on , to pewnie jest prostytutką .
1635	Sprawi mi niezwykłą przyjemność zobaczenie wyrazu jego twarzy kiedy go przelicytujesz .
1636	Nie rozmawiasz ze mną ... nie przyznajesz się do mnie , nie znasz mnie ... ale zostań na widoku .
1637	Facet , którego sprowadzili nakrył nas sześć miesięcy temu ... kiedy próbowaliśmy sprzedać sfałszowany obraz Andy'ego Warhola .
1638	A potem patrz jak znika z pieniędzmi po wszystkim . Rozum ci odjęło ?
1639	Zadzwonię i dam znać , że moja asystentka dostarczy ilustrację zamiast mnie .
1640	Wiem , że pan Henshaw ma samolot do złapania , więc wydam pani tratę bankową ...
1641	Zaczniemy od odsprzedaży egzemplarzu , który zakupiono dwa tygodnie temu ... w tym właśnie domu aukcyjnym .
1642	Obiekt Pierwszy to oryginalny projekt graficzny ... okładki Black Storm , wydania pierwszego .
1643	Narysowany w 1934 przez Leonarda Wrighta , to kamień milowy ... zarówno kulturalny jak i artystyczny .
1644	Teraz wyjdę tymi drzwiami , którymi wy wyjdziecie ... za dziesięć minut , potem jesteście wolni .
1645	Wygląda na to , że ilustracja , którą wystawiła pani na sprzedaż , jest w rzeczywistości fałszerstwem .
1646	Nawet z fałszywym identyfikatorem ... nie ma możliwości , by zbliżył się do systemu CCTV .
1647	Przez cały czas nawet nie zbliżyli się do ilustracji do Black Storm .
1648	Więc jedyny moment , w którym tracimy z oczu ilustrację , to ten , w którym przed nią stoisz .
1649	Dobra , potrzebuje , by odkręcił pan gorącą wodę w łazience , w czasie gdy będę go sprawdzać .
1650	Tak , ale oni wiedzieli , że zajrzę do skrytki bankowej , kiedy przejeżdżaliśmy obok .
1651	Złapała tutaj Billy'ego i jego ekipę na hazardzie , wiecie ... grali w pokera .
1652	Mickey i Danny nie wystawili ilustracji na sprzedaż , ty to zrobiłaś .
1653	O ile możemy powiedzieć , że nie podmienili ilustracji , o tyle ty ....
1654	Wygląda na to , że ten cały Mickey i Danny nie zrobili nic nielegalnego .
1655	Masz prawo zachować milczenie , ale muszę cię ostrzec , że wszystko co zataisz w czasie przesłuchania , a nastęnie wyjawisz w sądzie może zaszkodzić twojej obronie .
1656	Ale spójrz na dobrą stronę ... przynajmniej D.I . Phillips nie będzie cię już więcej niepokoić .
1657	Pieniądze są tutaj , razem z 80,000 ... które Neil bardzo chętnie zapłacił za oryginał .
1658	Wychodzisz z jakimś okularnikiem , maniakiem komiksów , kiedy ... piękny , życzliwy , zabawny , wrażliwy , kreatywny facet ... jak ja , nie dostał nawet szansy ?
1659	A poza tym to nie chcę , spędzić w Tower następnych trzystu lat .
1660	Może jestem staroświecki , ale liczyłem na to , że nas nie złapią .
1661	Jest kilku kolekcjonerów , którzy z chęcią zapłacą fortunę , aby dodać Gwiazdę Afryki do swoich kolekcji .
1662	Znana również jako Cullinan I , gdyż jest największa z dziewięciu brylantów wyciętych z diamentu Culiinana , znalezionego w południowej Afryce w 1905 r .
1663	Galeria Guildhall przygotowuje wystawę eksponatów afrykańskich z okazji szczytu Wspólnoty Brytyjskiej .
1664	Tyle tylko , że jak nas złapią to spędzimy długie lata za kratkami .
1665	Bo przez 300 lat nikt nie odważył się spróbować zrobić coś tak wielkiego .
1666	Nie wymiękam , tylko ... jeśli mamy to zrobić , to musimy mieć dobry plan .
1667	A teraz byle gówniarz z kolczykiem w nosie pięknie gada byle tylko cię wydymać .
1668	Ale jeśli ci się uda to mam dla ciebie pięciu chętnych .
1669	Za każdym razem jak ktoś dzwoni na ten numer ... 50 funtów trafia do mojej kieszeni .
1670	Myślą , żę dzwonię za 10 pensów ... ale ja zarabiam 50 funów .
1671	Chcę trochę zarobić , żeby kupić sobie papierosy , kiedy przez was aresztują nas wszyskich .
1672	Jeszcze tam nie wszedłem , ale widziałem , że mają fotokomórki , lasery , kamery , czujniki w podłodze i stalowe drzwi .
1673	A to lista przedmiotów skradzionych w Londynie w ciągu ostatnich siedmiu dni .
1674	Panel , który jest w środku na wypadek gdyby ktoś się tam zatrzasnął .
1675	Eddie , chcę powiedzieć ... że naprawdę doceniam , że siedzisz tu z nami , kiedy Ash i ja nad czymś pracujemy .
1676	- Wiesz co ... jeszcze tylko jednen drink i obiecuje , że spadamy .
1677	Kojarzy ze sobą skomplikowane i pozornie nie związane ze sobą fakty .
1678	Nic z tego nie będzie jeśli nie uda nam się wprowadzić do galerii naszego człowieka .
1679	Jak mówiłem , nie można ich ominąć , i włączą alarm jak tyłko dotkniemy podłogi .
1680	Włączą się , ale jeśli zrobimy to z zewnątrz , wyłączymy całą ulicę .
1681	W tym czasie mamy 30 sekund aby zakryć czujniki ruchu , dostać się do drzwi i wyłączyć lasery .
1682	Ale oprócz sztuki dawnej od zawsze miałam też pociąg do bardziej nowoczesnych dzieł .
1683	Nie da się wyznaczyć czasu , więc będziemy musieli go jakoś ominąć .
1684	Ash da sygnał Danny'emu , żeby ten odciął prąd , co da nam 30 sekund na przełączenie kamer i numer Stacie .
1685	... masz prawo zachować milczenie wszystko co powiesz ... może zostać wykorzystane w sądzie .
1686	Nie jest tam tak wygodnie jak w Lexington , ale musi wystarczyć .
1687	Szef policji potwierdził , że pięć osób zostało zatrzymanych za kradzież ... jednego z najsłynniejszych diamentów
1688	Bezcenny brylant , który zazwczaj ozdabia berło królewskie , został ostatnio przeniesiony z Tower na specjalną wystawę do galerii Guildhall .
1689	Na koniec ostatnia z naszych nagród dla cywilów została przyznana w trybie późnym .
1690	Postanowiłem jej pomóc ... po prostu pomóc małemu koleżce , wtedy nagle straciłem równowagę i kolejną rzeczą jaką pamiętam , było wpadniecie do wody .
1691	Dopiero co opuściłem szkołę ... nagle poczułem silną dłoń , która zaczęła mnie wyciągać .
1692	Nie ma dowodów , że byli na miejscu przestępstwa i nie mamy diamentu .
1693	A jak się przekonają , że są podrabiane ... to komu o tym powiedzą ?
1694	Gdyby nas złapali ... kto by uwierzył , że nie chcieliśmy ukraść brylantu , tylko go przemieścić ?
1695	Masz rację Ash to piękne , tak samo jak fakt że dobiłem do 93 minut na mojej lini telefonicznej co daje mi 4.500 funtów .
1696	Więc , Danny , proszę , bardzo cię proszę powiedz , że nie dałeś jej jednej z tych .
1697	Właśnie co zrobiliśmy skok stulecia , a uciekamy z hotelu , bo zapłaciliśmy fałszywą kartą .
1698	Jeśli ta maskarada ma mnie przestraszyć , to trafiłeś na złego faceta , Bond .
1699	Od czasu , kiedy została szefem sekcji , nikt nie został nominowany na agenta 00 .
1700	Przypuszczam , że nasz przyjaciel , pan White , powiedział , że od lat prowadzę finanse wielu grup bojowników .
1701	Nawet premier jest dostatecznie mądry , aby nie pytać , czym się zajmujemy .
1702	Chyba oszalał . I gdzie on jest ? Kiedyś agent robiący coś takiego , miał wiedzieć , kiedy ma odejść .
1703	Próbujemy rozpracować finanse całej siatki terrorystycznej , a ty dajesz nam jedną płotkę .
1704	A dzięki twojemu pragnieniu pociągania za spust ... nie wiemy ani kto go wynajął , ani dlaczego .
1705	Tak jak i tego jak się nazywasz . Myślałem , że M to losowo wybrana litera .
1706	Wiedziałam , że za wcześnie dostałeś awans . Rozumiem , że agenci 00 mają krótkie życie .
1707	Głupiec może mieć problemy to zrozumieć , ale arogancja i samoświadomość rzadko idą w parze .
1708	Chcę , abyś pozbył się swojego ego z tego równania ... i beznamiętnie oceniał sytuację .
1709	I ty musisz wiedzieć , komu ufać . Dopóki tego nie wiem , masz zniknąć mi z oczu .
1710	Zameldować ? Tak , ale naszło mnie w tej chwili , więc nie mam rezerwacji .
1711	Jadłem tutaj kolację wczorajszej nocy ... i zaparkowałem samochód obok pięknego Astona Martina z 1964 .
1712	- Tak . Jeśli tego nie zauważył , radziłabym nic o tym nie wspominać .
1713	Ale jeśli naprawdę chciałbym go znaleźć ? Ma dom tuż przy plaży .
1714	Mam kogoś innego do tej roboty . Potrzebuję tylko szczegółów i zaliczki .
1715	Boję się także , że chcesz się przespać ze mną , żeby do niego dotrzeć .
1716	Coś przekazać ? Znajdź ją i przekaż , aby zadzwoniła do ochrony lotniska Miami ... bo uważam , że zaraz wybuchnie bomba .
1717	Po analizach rynku po 11 września , CIA odkryła spadek akcji firm lotniczych .
1718	Zamiast tego ktoś stracił ponad 100 milionów inwestując w niewłaściwą stronę .
1719	To wyjaśniałoby jak mógł ustawić grę w pokera w Casino Royale w Czarnogórze .
1720	10 graczy , 10 milionów na wejście , dodatkowe wejście przy 5 milionach .
1721	10 milionów przelano na konto w Czarnogórze ... z możliwością przelewu dodatkowych 5 milionów , jeśli uznam to za opłacalną inwestycję .
1722	Zdaje pan sobie sprawę , z tego co będzie , jeśli pan przegra ?
1723	Więc wie pani również , że w pokerze nie liczy się to co w ręce , a na twarzy przeciwnika .
1724	Mam wrażenie , że ryzykujemy miliony dolarów i ludzkie życia w grze szczęścia .
1725	By być bardziej agresywną niż koleżanki . To wskazuje na osobę , która chce dominować .
1726	Ironicznie , zmniejsza to szansę na akceptację i awans u męskiego przełożonego .
1727	Powiedziałbym , że jedynaczka , ale ... przez to jak zignorowała pani kwestię o swoich rodzicach , muszę powiedzieć , że sierota .
1728	Po kroju garnituru chodził pan do Oxfordu , gdzie jest to na porządku dziennym .
1729	Według mnie nie miał pan pieniędzy , czego nigdy nie wybaczyli panu szkolni znajomi .
1730	I skoro wspomniał pan , że jestem sierotą , podejrzewałabym , że pan nią jest .
1731	MI-6 szuka młodych , którzy poświęcą wszystko w obronie królowej i królestwa .
1732	Ale nie trudno sobie wyobrazić , że myślisz o kobietach jako przemijających przyjemnościach , a nie o kimś za kim warto podążać .
1733	Więc z takim oczarowaniem jak pan ... będę miała na oku rządowe pieniądze , a nie twój idealny tyłeczek .
1734	Posłuchaj , jeśli Le Chiffre ma takie powiązania ... wie , kim jestem i skąd pochodzą pieniądze .
1735	Obawiam się , że jeśli wpadniecie w kłopoty , żadna odsiecz tutaj nie przybędzie .
1736	Myślałem , aby go przekupić , ale nie moglibyśmy przebić oferty Le Chiffre ' a .
1737	Kiedy podejdziesz , pocałujesz mnie w szyję , gracze będą myśleć o twoim dekolcie , nie o kartach .
1738	Jak wiecie , gra nie ma limitów . Gramy w Hold'em Pokera . 5 kart na stole , 2 w ręce .
1739	Byłem niecierpliwy , może arogancki , ale mogę go pokonać . - Przykro mi .
1740	Przykro mi , że Le Chiffre wygra , będzie kontynuować sponsorowanie terroryzmu ... i zabójstwa niewinnych ludzi .
1741	Przegrałeś przez swoje ego . I twoje ego nie może tego przełknąć .
1742	/Spokojnie i nie przerywaj łączności . Będziesz martwy za 2 minuty , jeśli nie zrobisz tego , co ci powiem .
1743	Co oznacza brak kolejnych wejść . Duża w ciemno wynosi milion dolarów .
1744	To , że coś zrobiłeś , nie oznacza , że wciąż musisz to robić .
1745	Obawiam się , że twój przyjaciel Mathis , to naprawdę mój przyjaciel Mathis .
1746	To najprostsza rzecz , aby wywołać więcej bólu niż mężczyzna może znieść .
1747	I oczywiście ... dla twojej wiedzy , jeśli nie poddasz się odpowiednio wcześnie ... ciężko będzie zidentyfikować cię jako mężczyznę .
1748	Panna Lynd poda mi numer konta . O ile już tego nie zrobiła .
1749	Twoi klienci będą cię ścigać i potną na kawałki , kiedy ja wciąż będę oddychał .
1750	Nawet jeśli pozbędę się ciebie i twojej dziewczyny , twoi ludzie wciąż przyjmą mnie z otwartymi ramionami .
1751	Pieniądze nie są tak wartościowe dla nas , jak zaufanie do ciebie .
1752	Za każdym razem patrzysz wtedy na mnie tak jakbyś nie widział mnie od lat .
1753	Jeszcze niedawno powiedziałbym , że twoje uczucie do mnie ... to , żeby lekko powiedzieć , brak sympatii .
1754	Nie chcę poganiać , ale 120 milionów dolarów to duża suma pieniędzy .
1755	Chcę , żebyś wiedział , że gdyby został z ciebie uśmiech i twój mały palec ... i tak byłbyś pełniejszym mężczyzną niż ktokolwiek inny .
1756	Na tyle by rzucić pracę i żeglować dookoła świata , aż któreś z nas nie znajdzie uczciwej pracy .
1757	To będziesz ty , bo ja nie wiem , czym jest uczciwa praca .
1758	Tak jak powiedziałaś . Jeśli wciąż będę robił to , co robię , nie zostanie nic do uratowania .
1759	Powinniśmy ją sprawdzić , ale czasami jesteśmy skupieni na wrogach ... i zapominamy spojrzeć na przyjaciół .
1760	/Miała nadzieję , że pozwolą jej żyć . Ale musiała wiedzieć , że zginie .
1761	Więc wyświadcz mi przysługę i zrób to o co cię prosi .
1762	Idź na kolacje z tymi lachociagami a wrócisz do domu jako bogaty człowiek
1763	Markus powiedział że ten nowy zawodnik jest niesamowicie dobry . To dobrze
1764	Słuchaj to nie mój problem ty mu w dupe właź , to twoja działka .
1765	Bokser George Chambers jest transportowany do więzienia o zaostrzonym rygorze gdzie będzie czekał na zarzuty .
1766	Rozumiem że juz byłeś w więzieniu w USA Nie udawaj że nie wiesz kim jestem ! Byłem pana wielkim fanem .
1767	Proszę się tak nie ekscytować zamierzam wyjść stąd jak to się wszytko wyjaśni .
1768	Nie dostaniesz jeść przez resztę dnia Nikt tu nie jest zadowolony .
1769	Co jest z tobą koleś , ślepy też jesteś ? Olej go .
1770	Nie powstrzymuj mnie przed czymś co musze zrobić Nie mam zamiaru cię zatrzymywać . Poprostu muszę dopilnować żeby się to odbyło na ringu .
1771	Rubin to adwokat ze stanów , nie może pomóc . Powiedz mi coś co chcę usłyszeć
1772	Nie potrzebuje ich do chodzenia , tylko do walki . Już pobił się z Bojką .
1773	Jedyny problem jest w tym że jego kolega William Fobes chce go uwolnić
1774	Nie obraź się ale nie lubię jak robią mnie w konia . Niech pan posłucha panie Chambers Jest coś co musi pan wiedzieć o tym miejscu
1775	Jest tu taki facet który ma wszytko zwie się Gaga Gaga ?
1776	Myslisz że możesz tu przychodzić i robić co chcesz ? Zatrzymaj swój świat .
1777	Pozatym dlaczego do mnie się odzywasz . Skoro jesteś taki twardy to walcz ze mną na ringu .
1778	Więc jakie są stawki ? Dwieście pięćdziesiąt tysięcy że przetrwa trzy rundy .
1779	Jak nazywacie to gówno ? Tak jak już powiedziałem jeśli będziesz walczył rzeczy staną się tu bardziej przyjazne .
1780	Kto wie może znajdziesz się w samolocie w drodze do domu .
1781	Wiesz był w rosyjskiej armii , trafił do wiezienia i zabił strażnika
1782	Dlaczego cię to obchodzi ? Bo tam skąd pochodzę nic byś nie dostał . Dlaczego ?
1783	Prowdopodobnie zrobił byś to samo dla siebie Wiesz jaki masz problem starcze .
1784	Mnie wrobili , ja tu nie należę i nie mam zamiaru tu być długo .
1785	Tak jestem wielkim psem . Jestem wielkim psem który tu pana sprowadził .
1786	Więc panie wielki psie skąd wiesz że nie wskoczę tam i nie będziesz martwym psem ?
1787	A jeśli nie będę ? Cóż możesz tu posiedzieć bardzo długo nawet do końca życia .
1788	Podczas gdy my tu gadamy mój człowiek zajmuje się tym waszym cyrkiem .
